AF3; T7; Pz; T8; AF4; Tempo
4335.89743611;4796.02564221;4369.87179515;4496.53846210;4335.00000021;2022-01-21 12:14:32.629904
4306.02564117;4797.17948836;4433.33333375;4500.25641082;4338.33333355;2022-01-21 12:14:32.641117
4303.07692322;4760.51282163;4434.61538504;4501.15384671;4337.17948739;2022-01-21 12:14:32.645143
4304.48717963;4763.33333445;4398.58974394;4500.38461594;4365.76923105;2022-01-21 12:14:32.658107
4304.87179501;4795.89743708;4365.38461567;4497.30769287;4365.12820541;2022-01-21 12:14:32.659069
4274.74358982;4733.20512925;4368.97435926;4500.25641082;4338.97435919;2022-01-21 12:14:32.676025
4270.89743597;4759.10256522;4338.71794893;4499.61538518;4335.51282073;2022-01-21 12:14:32.679015
4274.48717956;4798.33333452;4339.48717970;4498.84615441;4339.48717970;2022-01-21 12:14:32.685172
4270.64102571;4765.51282163;4398.20512856;4502.43589800;4337.82051303;2022-01-21 12:14:32.695185
4273.20512828;4727.82051387;4370.00000028;4502.56410312;4365.38461567;2022-01-21 12:14:32.698137
4272.43589751;4731.28205233;4337.94871816;4502.43589800;4368.33333362;2022-01-21 12:14:32.714099
4272.69230777;4761.28205240;4336.28205149;4499.48718005;4368.20512849;2022-01-21 12:14:32.715093
4273.07692315;4733.97436002;4274.61538469;4497.17948774;4367.56410285;2022-01-21 12:14:32.726072
4271.41025648;4760.12820624;4267.56410264;4471.41025690;4369.35897464;2022-01-21 12:14:32.734043
4272.94871802;4760.00000112;4336.53846175;4501.79487235;4368.46153874;2022-01-21 12:14:32.746090
4272.05128212;4792.43589862;4366.53846182;4500.89743646;4340.25641047;2022-01-21 12:14:32.746090
4271.41025648;4827.30769356;4333.84615406;4497.17948774;4366.28205156;2022-01-21 12:14:32.761064
4274.35897443;4794.48718067;4365.89743618;4498.46153902;4339.87179508;2022-01-21 12:14:32.762057
4302.56410271;4759.23077035;4301.53846168;4469.74359023;4339.23076944;2022-01-21 12:14:32.776051
4334.48717970;4796.15384734;4175.25641012;4434.23076965;4365.12820541;2022-01-21 12:14:32.779006
4307.43589758;4827.43589869;4235.25641026;4438.33333375;4368.58974387;2022-01-21 12:14:32.789996
4334.23076944;4795.51282170;4300.38461553;4468.20512870;4340.38461560;2022-01-21 12:14:32.793957
4338.07692329;4730.89743694;4272.05128212;4466.79487229;4340.25641047;2022-01-21 12:14:32.808334
4337.82051303;4729.74359079;4274.35897443;4463.71794921;4337.94871816;2022-01-21 12:14:32.809341
4338.71794893;4793.71794990;4337.17948739;4464.74359023;4338.71794893;2022-01-21 12:14:32.816310
4337.69230790;4762.82051394;4272.30769238;4430.76923119;4337.69230790;2022-01-21 12:14:32.828319
4306.53846168;4694.23077021;4299.48717963;4431.79487222;4334.61538483;2022-01-21 12:14:32.831269
4274.35897443;4727.43589848;4372.69230797;4499.87179543;4303.97435912;2022-01-21 12:14:32.843240
4332.30769252;4792.43589862;4398.46153881;4502.43589800;4332.56410278;2022-01-21 12:14:32.852215
4304.48717963;4730.89743694;4371.41025669;4498.33333389;4334.61538483;2022-01-21 12:14:32.860197
4303.33333348;4731.02564207;4372.82051310;4499.10256466;4333.84615406;2022-01-21 12:14:32.863219
4301.02564117;4797.05128324;4335.12820534;4500.25641082;4340.25641047;2022-01-21 12:14:32.881175
4303.07692322;4794.48718067;4267.43589751;4467.05128254;4367.82051310;2022-01-21 12:14:32.881175
4301.53846168;4762.30769342;4267.17948725;4466.02564152;4368.20512849;2022-01-21 12:14:32.892117
4273.97435905;4792.82051401;4237.94871795;4438.46153888;4369.61538490;2022-01-21 12:14:32.897097
4271.41025648;4796.66666785;4236.66666667;4437.69230811;4398.58974394;2022-01-21 12:14:32.905082
4272.43589751;4825.64102690;4240.64102564;4464.61538511;4370.76923105;2022-01-21 12:14:32.913052
4273.46153853;4794.10256529;4238.58974359;4466.92307741;4371.79487208;2022-01-21 12:14:32.929481
4271.92307700;4733.07692412;4269.35897443;4469.74359023;4369.61538490;2022-01-21 12:14:32.929481
4272.94871802;4733.84615489;4270.51282059;4497.94871851;4369.48717977;2022-01-21 12:14:32.937448
4272.43589751;4793.46153965;4205.76923070;4468.07692357;4368.07692336;2022-01-21 12:14:32.952411
4273.71794879;4764.61538573;4206.66666660;4433.20512863;4370.25641054;2022-01-21 12:14:32.953407
4274.23076930;4728.84615489;4273.46153853;4470.51282100;4369.10256438;2022-01-21 12:14:32.965374
4299.74358989;4732.82051387;4303.07692322;4501.02564159;4368.58974387;2022-01-21 12:14:32.966371
4303.97435912;4761.79487291;4235.38461539;4306.66666681;4369.87179515;2022-01-21 12:14:32.978375
4303.84615399;4763.71794983;4208.71794865;4209.10256404;4371.41025669;2022-01-21 12:14:32.980348
4303.71794886;4759.74359086;4268.46153853;4402.82051317;4367.94871823;2022-01-21 12:14:33.002277
4334.10256431;4762.56410368;4268.20512828;4502.43589800;4340.00000021;2022-01-21 12:14:33.002277
4332.94871816;4795.89743708;4300.38461553;4463.97435946;4338.58974380;2022-01-21 12:14:33.012249
4333.71794893;4764.48718060;4334.61538483;4438.71794914;4335.38461560;2022-01-21 12:14:33.013246
4301.92307707;4733.46153951;4339.48717970;4502.05128261;4335.89743611;2022-01-21 12:14:33.023294
4301.41025655;4797.05128324;4336.79487201;4497.17948774;4334.87179508;2022-01-21 12:14:33.029210
4301.79487194;4799.87179606;4299.87179501;4464.23076972;4335.76923098;2022-01-21 12:14:33.048208
4306.53846168;4766.02564214;4205.25641019;4397.94871830;4335.76923098;2022-01-21 12:14:33.048208
4303.07692322;4762.17948830;4234.61538462;4369.10256438;4339.10256431;2022-01-21 12:14:33.059153
4302.82051296;4762.82051394;4267.05128212;4438.71794914;4336.02564124;2022-01-21 12:14:33.060134
4333.07692329;4733.58974464;4239.23076923;4402.56410292;4366.66666695;2022-01-21 12:14:33.072107
4305.12820527;4759.23077035;4236.02564103;4173.84615371;4372.05128233;2022-01-21 12:14:33.080108
4305.89743604;4759.87179599;4237.05128206;4202.05128199;4371.02564131;2022-01-21 12:14:33.095038
4303.07692322;4730.38461643;4207.17948711;4434.74359016;4339.48717970;2022-01-21 12:14:33.095038
4304.10256425;4731.53846258;4205.51282045;4435.38461581;4366.53846182;2022-01-21 12:14:33.103014
4273.33333341;4759.10256522;4240.00000000;4404.74359009;4367.69230797;2022-01-21 12:14:33.111993
4271.28205136;4759.87179599;4270.76923084;4502.69230825;4368.33333362;2022-01-21 12:14:33.114019
4272.17948725;4763.97436009;4239.23076923;4338.71794893;4399.61538497;2022-01-21 12:14:33.123002
4273.33333341;4796.66666785;4234.87179488;4173.97435884;4400.51282086;2022-01-21 12:14:33.128945
4272.94871802;4765.89743701;4239.74358975;4336.28205149;4399.10256445;2022-01-21 12:14:33.143918
4271.41025648;4765.00000112;4208.07692301;4370.12820541;4397.94871830;2022-01-21 12:14:33.151883
4272.94871802;4825.25641151;4204.61538455;4337.05128226;4371.53846182;2022-01-21 12:14:33.162854
4272.56410264;4797.30769349;4235.25641026;4471.02564152;4366.66666695;2022-01-21 12:14:33.163482
4271.02564110;4758.97436009;4238.97435898;4436.02564145;4370.25641054;2022-01-21 12:14:33.172467
4274.23076930;4793.46153965;4236.28205129;4207.17948711;4370.89743618;2022-01-21 12:14:33.180440
4301.41025655;4797.69230888;4236.28205129;4300.25641040;4370.12820541;2022-01-21 12:14:33.196400
4305.89743604;4765.25641137;4204.61538455;4404.87179522;4368.46153874;2022-01-21 12:14:33.197398
4336.15384637;4762.05128317;4202.82051275;4340.25641047;4367.69230797;2022-01-21 12:14:33.206381
4333.58974380;4728.20512925;4235.38461539;4435.76923119;4338.33333355;2022-01-21 12:14:33.210378
4301.79487194;4697.30769328;4267.94871802;4500.76923133;4365.25641054;2022-01-21 12:14:33.226318
4333.84615406;4731.66666771;4241.28205129;4237.56410257;4367.43589772;2022-01-21 12:14:33.227317
4368.58974387;4762.56410368;4273.07692315;4140.25641005;4366.02564131;2022-01-21 12:14:33.232301
4334.10256431;4701.28205226;4271.41025648;4366.15384644;4338.07692329;2022-01-21 12:14:33.245280
4333.58974380;4731.02564207;4209.10256404;4370.76923105;4338.07692329;2022-01-21 12:14:33.251251
4332.43589765;4798.46153965;4304.10256425;4401.02564138;4334.10256431;2022-01-21 12:14:33.263219
4335.51282073;4764.35897547;4399.61538497;4534.74359037;4306.15384630;2022-01-21 12:14:33.267207
4334.23076944;4728.07692412;4305.00000014;4401.02564138;4366.41025669;2022-01-21 12:14:33.272248
4339.74358996;4798.07692426;4235.51282052;4174.10256397;4399.23076958;2022-01-21 12:14:33.276194
4335.25641047;4828.58974484;4273.20512828;4333.46153867;4399.35897471;2022-01-21 12:14:33.293148
4306.92307707;4764.23077035;4240.76923077;4401.28205163;4370.51282079;2022-01-21 12:14:33.302121
4302.82051296;4761.79487291;4206.92307686;4337.82051303;4370.89743618;2022-01-21 12:14:33.303147
4271.92307700;4795.12820631;4266.92307700;4468.33333382;4366.66666695;2022-01-21 12:14:33.313085
4272.43589751;4763.07692419;4268.71794879;4464.35897485;4397.94871830;2022-01-21 12:14:33.322064
4271.53846161;4727.43589848;4235.64102564;4175.12820499;4402.94871830;2022-01-21 12:14:33.329080
4273.46153853;4730.00000105;4267.17948725;4205.76923070;4400.25641061;2022-01-21 12:14:33.336023
4271.53846161;4763.07692419;4202.82051275;4368.71794900;4371.41025669;2022-01-21 12:14:33.345003
4272.17948725;4765.12820624;4174.35897422;4366.15384644;4398.58974394;2022-01-21 12:14:33.355974
4272.30769238;4732.17948823;4340.38461560;4437.69230811;4371.28205156;2022-01-21 12:14:33.358983
4271.79487187;4762.43589855;4400.51282086;4562.82051352;4367.82051310;2022-01-21 12:14:33.367938
4273.07692315;4763.46153958;4239.35897436;4496.41025697;4368.46153874;2022-01-21 12:14:33.373933
4271.41025648;4728.97436002;4205.89743583;4435.89743632;4368.58974387;2022-01-21 12:14:33.380904
4271.79487187;4761.28205240;4269.35897443;4501.66666723;4369.10256438;2022-01-21 12:14:33.396864
4300.00000014;4799.48718067;4207.94871788;4437.82051324;4365.89743618;2022-01-21 12:14:33.397913
4301.15384630;4797.56410375;4270.51282059;4438.20512863;4337.43589765;2022-01-21 12:14:33.407933
4333.84615406;4793.97436016;4371.15384644;4533.07692371;4338.20512842;2022-01-21 12:14:33.414814
4339.61538483;4762.05128317;4304.74358989;4463.97435946;4370.64102592;2022-01-21 12:14:33.426781
4369.10256438;4761.79487291;4206.53846147;4300.64102578;4372.30769259;2022-01-21 12:14:33.427779
4365.51282079;4793.97436016;4266.79487187;4338.33333355;4371.53846182;2022-01-21 12:14:33.448729
4338.46153867;4793.20512939;4273.07692315;4465.76923126;4366.92307720;2022-01-21 12:14:33.460726
4334.61538483;4730.12820617;4238.46153847;4434.10256452;4366.92307720;2022-01-21 12:14:33.460726
4303.84615399;4732.05128310;4208.20512814;4372.30769259;4338.97435919;2022-01-21 12:14:33.463682
4305.64102578;4764.48718060;4236.15384616;4402.69230804;4337.30769252;2022-01-21 12:14:33.469667
4332.94871816;4727.56410361;4234.10256411;4404.87179522;4333.71794893;2022-01-21 12:14:33.478652
4335.38461560;4700.51282149;4236.66666667;4405.89743625;4335.76923098;2022-01-21 12:14:33.497593
4302.43589758;4765.76923188;4235.25641026;4433.33333375;4337.43589765;2022-01-21 12:14:33.498590
4305.51282066;4796.02564221;4206.53846147;4399.61538497;4339.74358996;2022-01-21 12:14:33.505574
4303.20512835;4763.71794983;4237.56410257;4434.35897478;4365.12820541;2022-01-21 12:14:33.511556
4302.43589758;4765.89743701;4267.30769238;4469.35897485;4366.28205156;2022-01-21 12:14:33.515543
4301.79487194;4798.33333452;4239.87179488;4333.84615406;4398.46153881;2022-01-21 12:14:33.520567
4301.53846168;4796.53846272;4236.02564103;4202.94871788;4400.76923112;2022-01-21 12:14:33.529506
4273.46153853;4763.20512932;4240.38461539;4300.51282066;4400.00000035;2022-01-21 12:14:33.546461
4271.92307700;4766.28205240;4233.97435898;4332.82051303;4399.35897471;2022-01-21 12:14:33.547494
4272.43589751;4797.17948836;4203.20512814;4303.97435912;4402.43589779;2022-01-21 12:14:33.554440
4271.79487187;4798.58974477;4233.84615385;4467.56410305;4372.05128233;2022-01-21 12:14:33.563419
4272.43589751;4764.10256522;4241.92307693;4468.71794921;4370.89743618;2022-01-21 12:14:33.576384
4271.79487187;4760.00000112;4206.92307686;4201.02564096;4373.07692336;2022-01-21 12:14:33.576384
4274.35897443;4760.64102676;4240.64102564;4241.15384616;4399.61538497;2022-01-21 12:14:33.591373
4300.76923091;4732.05128310;4302.05128219;4532.56410319;4371.53846182;2022-01-21 12:14:33.592396
4300.12820527;4732.05128310;4273.33333341;4503.58974415;4371.53846182;2022-01-21 12:14:33.602312
4302.05128219;4728.71794976;4336.28205149;4437.56410298;4368.71794900;2022-01-21 12:14:33.611289
4303.20512835;4732.56410361;4401.15384651;4502.56410312;4366.28205156;2022-01-21 12:14:33.619269
4305.00000014;4792.69230888;4240.64102564;4405.76923112;4367.69230797;2022-01-21 12:14:33.627491
4334.35897457;4794.10256529;4142.82051262;4302.30769245;4370.64102592;2022-01-21 12:14:33.637477
4307.30769245;4733.33333438;4332.82051303;4464.87179536;4366.41025669;2022-01-21 12:14:33.640466
4306.15384630;4732.69230874;4368.46153874;4533.20512883;4335.25641047;2022-01-21 12:14:33.651431
4303.97435912;4793.84615503;4300.76923091;4467.17948767;4337.82051303;2022-01-21 12:14:33.658462
4307.30769245;4798.71794990;4307.17948732;4467.17948767;4339.10256431;2022-01-21 12:14:33.665393
4303.46153860;4792.69230888;4303.58974373;4471.66666716;4337.69230790;2022-01-21 12:14:33.678358
4306.28205142;4766.53846265;4206.66666660;4430.89743632;4336.41025662;2022-01-21 12:14:33.678358
4303.07692322;4794.23077042;4267.43589751;4433.20512863;4339.48717970;2022-01-21 12:14:33.692321
4302.69230784;4824.74359100;4332.30769252;4467.43589793;4336.53846175;2022-01-21 12:14:33.693360
4305.38461553;4792.69230888;4268.71794879;4436.28205170;4338.58974380;2022-01-21 12:14:33.700842
4304.61538476;4732.05128310;4206.79487173;4400.51282086;4339.35897457;2022-01-21 12:14:33.706845
4307.05128219;4759.48718060;4238.46153847;4404.87179522;4367.05128233;2022-01-21 12:14:33.723792
4302.43589758;4791.92307811;4235.38461539;4433.33333375;4365.12820541;2022-01-21 12:14:33.728767
4300.89743604;4732.56410361;4207.69230763;4431.02564145;4368.46153874;2022-01-21 12:14:33.736788
4272.69230777;4695.38461636;4237.56410257;4438.84615427;4370.64102592;2022-01-21 12:14:33.740779
4299.61538476;4733.71794976;4238.97435898;4466.02564152;4373.07692336;2022-01-21 12:14:33.752709
4271.66666674;4795.25641144;4234.35897436;4434.35897478;4399.23076958;2022-01-21 12:14:33.758695
4271.66666674;4763.33333445;4233.84615385;4433.07692350;4398.07692343;2022-01-21 12:14:33.767702
4272.94871802;4762.17948830;4206.66666660;4464.23076972;4372.82051310;2022-01-21 12:14:33.772668
4271.66666674;4799.61538580;4201.02564096;4434.48717991;4371.02564131;2022-01-21 12:14:33.783620
4272.43589751;4825.76923202;4269.61538469;4465.12820562;4371.15384644;2022-01-21 12:14:33.790651
4272.05128212;4796.66666785;4306.28205142;4497.56410312;4369.10256438;2022-01-21 12:14:33.800577
4271.79487187;4764.23077035;4267.17948725;4469.74359023;4370.89743618;2022-01-21 12:14:33.808555
4273.71794879;4764.35897547;4206.66666660;4463.84615434;4367.30769259;2022-01-21 12:14:33.809552
4274.74358982;4765.76923188;4238.20512821;4467.82051331;4367.56410285;2022-01-21 12:14:33.823515
4303.97435912;4759.61538573;4236.28205129;4465.25641075;4368.07692336;2022-01-21 12:14:33.825510
4333.33333355;4729.87179592;4237.43589744;4463.84615434;4369.23076951;2022-01-21 12:14:33.835482
4333.84615406;4761.66666778;4268.07692315;4466.53846203;4340.25641047;2022-01-21 12:14:33.842464
4333.20512842;4762.94871906;4240.51282052;4466.28205177;4367.17948746;2022-01-21 12:14:33.852437
4338.20512842;4728.58974464;4236.53846154;4464.61538511;4338.84615406;2022-01-21 12:14:33.858513
4339.35897457;4726.28205233;4266.66666674;4464.48717998;4337.82051303;2022-01-21 12:14:33.869319
4332.43589765;4732.30769335;4238.84615385;4438.84615427;4338.33333355;2022-01-21 12:14:33.876301
4338.84615406;4766.66666778;4236.92307693;4436.28205170;4365.25641054;2022-01-21 12:14:33.883654
4340.12820534;4760.38461650;4270.38461546;4467.94871844;4366.15384644;2022-01-21 12:14:33.889644
4365.12820541;4727.17948823;4273.33333341;4438.46153888;4368.33333362;2022-01-21 12:14:33.902604
4337.43589765;4792.17948836;4300.12820527;4438.71794914;4398.20512856;2022-01-21 12:14:33.903601
4337.17948739;4830.76923202;4307.43589758;4501.53846210;4372.82051310;2022-01-21 12:14:33.916566
4302.30769245;4766.66666778;4306.28205142;4338.46153867;4402.94871830;2022-01-21 12:14:33.923552
4304.74358989;4732.94871899;4270.00000007;4110.64102537;4404.87179522;2022-01-21 12:14:33.928509
4332.56410278;4765.51282163;4268.58974366;4236.79487180;4405.25641061;2022-01-21 12:14:33.940503
4303.07692322;4799.74359093;4208.84615378;4368.33333362;4400.00000035;2022-01-21 12:14:33.943498
4299.48717963;4794.10256529;4236.92307693;4369.87179515;4400.76923112;2022-01-21 12:14:33.957464
4272.56410264;4760.76923188;4269.61538469;4437.82051324;4398.71794907;2022-01-21 12:14:33.957464
4272.82051289;4763.07692419;4272.69230777;4532.56410319;4372.56410285;2022-01-21 12:14:33.969438
4271.41025648;4760.51282163;4270.51282059;4470.00000049;4370.76923105;2022-01-21 12:14:33.975446
4273.33333341;4730.12820617;4300.12820527;4469.74359023;4370.25641054;2022-01-21 12:14:33.991115
4271.53846161;4731.53846258;4271.41025648;4501.15384671;4369.87179515;2022-01-21 12:14:33.991115
4272.56410264;4764.48718060;4268.46153853;4467.82051331;4370.25641054;2022-01-21 12:14:34.004081
4272.82051289;4793.07692426;4273.46153853;4469.23076972;4369.48717977;2022-01-21 12:14:34.004081
4271.28205136;4766.15384727;4268.58974366;4468.07692357;4369.61538490;2022-01-21 12:14:34.019041
4272.69230777;4761.79487291;4270.64102571;4497.69230825;4369.23076951;2022-01-21 12:14:34.021048
4272.43589751;4765.12820624;4300.38461553;4496.79487235;4367.30769259;2022-01-21 12:14:34.035034
4270.89743597;4797.69230888;4274.61538469;4469.61538511;4369.48717977;2022-01-21 12:14:34.040982
4273.33333341;4799.74359093;4268.58974366;4466.92307741;4370.89743618;2022-01-21 12:14:34.051952
4305.00000014;4766.15384727;4301.79487194;4469.61538511;4368.84615413;2022-01-21 12:14:34.053947
4307.30769245;4764.74359086;4306.53846168;4470.51282100;4366.15384644;2022-01-21 12:14:34.065915
4302.30769245;4765.25641137;4300.38461553;4469.23076972;4369.23076951;2022-01-21 12:14:34.068907
4333.46153867;4762.17948830;4272.05128212;4466.15384664;4366.02564131;2022-01-21 12:14:34.077883
4337.05128226;4730.25641130;4300.38461553;4466.02564152;4339.10256431;2022-01-21 12:14:34.089852
4333.46153867;4760.51282163;4270.64102571;4438.71794914;4365.76923105;2022-01-21 12:14:34.092860
4333.07692329;4792.30769349;4268.07692315;4464.35897485;4367.69230797;2022-01-21 12:14:34.101819
4307.43589758;4733.58974464;4241.28205129;4437.05128247;4365.51282079;2022-01-21 12:14:34.110392
4303.20512835;4701.28205226;4268.58974366;4431.41025683;4338.97435919;2022-01-21 12:14:34.122348
4302.56410271;4732.30769335;4271.92307700;4438.07692350;4365.89743618;2022-01-21 12:14:34.124343
4332.69230790;4792.05128324;4272.56410264;4469.48717998;4368.07692336;2022-01-21 12:14:34.135349
4302.69230784;4733.46153951;4272.94871802;4465.00000049;4366.79487208;2022-01-21 12:14:34.140300
4305.38461553;4726.66666771;4274.35897443;4435.64102606;4337.30769252;2022-01-21 12:14:34.151305
4305.38461553;4793.20512939;4273.33333341;4467.43589793;4338.84615406;2022-01-21 12:14:34.151305
4334.10256431;4826.02564228;4274.23076930;4468.71794921;4366.15384644;2022-01-21 12:14:34.166230
4306.79487194;4766.53846265;4332.94871816;4471.53846203;4365.38461567;2022-01-21 12:14:34.174209
4332.30769252;4793.33333452;4303.84615399;4471.53846203;4367.69230797;2022-01-21 12:14:34.181190
4304.74358989;4796.41025760;4333.97435919;4498.97435953;4366.41025669;2022-01-21 12:14:34.189169
4274.48717956;4792.30769349;4339.48717970;4497.56410312;4339.61538483;2022-01-21 12:14:34.201156
4271.66666674;4765.51282163;4338.71794893;4497.43589800;4365.12820541;2022-01-21 12:14:34.204136
4272.43589751;4764.48718060;4334.48717970;4471.66666716;4367.17948746;2022-01-21 12:14:34.207133
4273.71794879;4761.53846265;4305.89743604;4496.79487235;4339.10256431;2022-01-21 12:14:34.216499
4270.76923084;4764.23077035;4270.12820520;4469.23076972;4338.07692329;2022-01-21 12:14:34.224486
4273.07692315;4762.30769342;4267.94871802;4467.17948767;4339.74358996;2022-01-21 12:14:34.235763
